item1,item2,value1,value2,value3,value4,value5,value6,value7
101年 7月,臺北市,44.9,    ...,36.5,2.82,0.42,15.5,50.9
101年 7月,新北市,35.9,    ...,25.5,3.69,0.29,12.36,53.27
101年 7月,總計,47.3,    ...,34.3,3.07,0.26,9.86,50.47
101年 6月,連江縣,    ...,    ...,33.6,2.3,0.18,3.9,59.6
101年 6月,金門縣,    ...,    ...,45.7,3.5,0.32,7.8,49.7
101年 6月,嘉義市,43.2,    ...,    ...,2.7,0.28,8,56.2
101年 6月,新竹市,27.1,    ...,28.9,2.8,0.36,13.1,49.8
101年 6月,基隆市,55.3,    ...,22.5,2.4,0.32,11.2,51.2
101年 6月,澎湖縣,48,    ...,41.4,1.7,0.19,4.3,42.8
101年 6月,花蓮縣,36.7,    ...,20.9,1.2,0.34,7.6,32.3
101年 6月,臺東縣,    ...,    ...,32.8,1.5,0.35,6.6,31.7
101年 6月,屏東縣,47.1,    ...,35.7,1.7,0.23,5.13,47.27
101年 6月,嘉義縣,33.2,    ...,43.2,2.3,0.23,6.85,54.65
101年 6月,雲林縣,49,    ...,41.6,2.55,0.25,8.3,56.35
101年 6月,南投縣,42.7,    ...,31.4,2.15,0.28,8.9,58.05
101年 6月,彰化縣,51,    ...,41.3,2.9,0.24,8.6,54.7
101年 6月,苗栗縣,41.2,    ...,28.1,2.25,0.25,8.6,51.45
101年 6月,新竹縣,66.5,    ...,30.8,2.55,0.25,9.4,51.95
101年 6月,宜蘭縣,27.5,    ...,26.4,1.85,0.26,7.85,42.9
101年 6月,高雄市,54.6,    ...,47.1,5.04,0.3,11.13,46.11
101年 6月,臺南市,68.4,    ...,47.1,3,0.27,9.38,53.35
101年 6月,臺中市,93.6,    ...,36.8,2.62,0.32,12.18,57.48
101年 6月,桃園市,49.1,    ...,34.8,4.5,0.36,15.45,49.18
101年 6月,臺北市,57.3,    ...,35.7,2.56,0.57,20.94,55
101年 6月,新北市,52.3,    ...,28.2,2.94,0.4,14.84,56.99
101年 6月,總計,52.6,    ...,36.4,2.98,0.32,11.31,51.74
101年 5月,連江縣,    ...,    ...,44,2.7,0.28,5.5,70.5
101年 5月,金門縣,    ...,    ...,68.9,5.8,0.44,12.8,63.8
101年 5月,嘉義市,53,    ...,56.3,3.4,0.37,10.8,66.3
101年 5月,新竹市,29.4,    ...,38.7,3.7,0.41,15.6,61.1
101年 5月,基隆市,49.4,    ...,29.9,2.2,0.35,10.7,66.2
101年 5月,澎湖縣,55.1,    ...,38.3,1.6,0.23,4,54
101年 5月,花蓮縣,43.2,    ...,26.7,1.1,0.41,10.5,48
101年 5月,臺東縣,    ...,    ...,25.8,1.5,0.35,6.5,50
101年 5月,屏東縣,52,    ...,40.7,2.43,0.28,6.27,62.33
101年 5月,嘉義縣,61.5,    ...,55.6,2.95,0.29,8.8,64.55
101年 5月,雲林縣,62.3,    ...,53.4,2.9,0.3,10.25,68.8
101年 5月,南投縣,45.8,    ...,42.9,2.4,0.33,10.95,68.7
101年 5月,彰化縣,55.3,    ...,47.7,3.85,0.31,12,65.1
101年 5月,苗栗縣,34.9,    ...,30.6,2.5,0.32,10.7,62.7
101年 5月,新竹縣,59.9,    ...,35.8,3.2,0.3,11.4,64.5
101年 5月,宜蘭縣,46.6,    ...,32.3,1.75,0.31,9,53.3
101年 5月,高雄市,63.5,    ...,48.2,4.7,0.36,13.09,63.61
101年 5月,臺南市,61.2,    ...,58.3,3.55,0.32,10.95,64.3
101年 5月,臺中市,86.8,    ...,44.7,3,0.4,15.1,68.43
101年 5月,桃園市,77.6,    ...,42.8,5.1,0.4,17.08,57.65
101年 5月,臺北市,72.6,    ...,42.3,3.1,0.54,21.54,60.58
101年 5月,新北市,85.8,    ...,34.9,3.4,0.4,15.39,63.78
101年 5月,總計,63.8,    ...,43.2,3.36,0.37,12.96,62.86
101年 4月,連江縣,    ...,    ...,72.7,3.4,0.41,8.3,71.8
101年 4月,金門縣,    ...,    ...,96.8,7.2,0.5,17.2,53.6
101年 4月,嘉義市,94.6,    ...,67.3,3.4,0.45,16.4,60
101年 4月,新竹市,54.7,    ...,45.3,3.2,0.5,18,56.6
101年 4月,基隆市,68.8,    ...,34.4,2.6,0.45,14.8,58.5
101年 4月,澎湖縣,    ...,    ...,46.9,2,0.29,5.4,60.7
101年 4月,花蓮縣,33.2,    ...,36.1,1.4,0.45,11,47.7
101年 4月,臺東縣,    ...,    ...,35,1.6,0.4,7.8,49.2
101年 4月,屏東縣,121.7,    ...,46.7,2.47,0.33,7.87,54.53
101年 4月,嘉義縣,59.1,    ...,69.6,3,0.37,11.6,59.8
101年 4月,雲林縣,52.1,    ...,61.8,2.8,0.4,13.4,61.4
101年 4月,南投縣,81.5,    ...,56.5,2.45,0.43,15.05,58.2
101年 4月,彰化縣,72.1,    ...,61.9,3.5,0.4,14.2,57.15
101年 4月,苗栗縣,42,    ...,43.4,2.7,0.39,13.6,54.85
101年 4月,新竹縣,65.3,    ...,45.1,3,0.4,14.35,59.95
101年 4月,宜蘭縣,46.2,    ...,41.3,2,0.38,10,52.65
101年 4月,高雄市,80.8,    ...,55.9,5.25,0.41,15.63,57.75
101年 4月,臺南市,62.9,    ...,70.5,3.6,0.4,14.35,61.05
101年 4月,臺中市,94.1,    ...,56.1,3.3,0.53,19.2,58.44
101年 4月,桃園市,36.7,    ...,52.7,4.78,0.5,20.1,56.65
101年 4月,臺北市,62.1,    ...,52.5,2.9,0.74,27.14,54.88
101年 4月,新北市,81.4,    ...,44.4,3.15,0.55,20.13,60.03
101年 4月,總計,68.3,    ...,53.8,3.44,0.47,16.31,57.78
101年 3月,連江縣,    ...,    ...,59.7,3.1,0.41,8.9,62.1
101年 3月,金門縣,    ...,    ...,91.8,6.9,0.57,17.2,51.7
101年 3月,嘉義市,125,    ...,89.7,4.1,0.56,20,69.1
101年 3月,新竹市,54.4,    ...,55.1,2.7,0.56,19.6,49.6
101年 3月,基隆市,39.5,    ...,38.5,3.3,0.52,17.1,54.9
101年 3月,澎湖縣,51.9,    ...,48.6,1.7,0.31,4.4,61.3
101年 3月,花蓮縣,34.6,    ...,32.5,1.6,0.46,10.6,48.5
101年 3月,臺東縣,    ...,    ...,31.8,1.5,0.38,7.8,47.3
101年 3月,屏東縣,93.1,    ...,71.2,2.7,0.41,10.37,69
101年 3月,嘉義縣,93.7,    ...,91.2,3.15,0.44,13.25,66.35
101年 3月,雲林縣,78.3,    ...,79,3.2,0.47,16.4,65.4
101年 3月,南投縣,67.1,    ...,75.6,2.75,0.56,20.75,67.95
101年 3月,彰化縣,65.7,    ...,75.8,3.65,0.48,17.5,61.25
101年 3月,苗栗縣,61.1,    ...,49.4,2.4,0.47,17.1,54.6
101年 3月,新竹縣,79.9,    ...,52,3.15,0.44,16.45,59.55
101年 3月,宜蘭縣,40.3,    ...,39.8,1.85,0.4,9.9,56.2
101年 3月,高雄市,95.4,    ...,94,5.9,0.56,22.14,74.93
101年 3月,臺南市,107,    ...,94.5,3.38,0.49,18.05,72.05
101年 3月,臺中市,106.1,    ...,65.6,2.8,0.57,20.64,61.64
101年 3月,桃園市,72.6,    ...,58.6,4.35,0.54,21.33,52.85
101年 3月,臺北市,74.1,    ...,58.2,3.02,0.77,27.96,54.42
101年 3月,新北市,75.5,    ...,51.9,3.41,0.6,20.76,57.93
101年 3月,總計,79.3,    ...,67.3,3.52,0.54,18.73,61.91
101年 2月,連江縣,    ...,    ...,47.9,3.4,0.4,8.6,41.8
101年 2月,金門縣,    ...,    ...,72.5,5.8,0.56,16.1,37.1
101年 2月,嘉義市,131.8,    ...,78.7,3.6,0.58,20.5,44.5
101年 2月,新竹市,74.9,    ...,41.5,3.2,0.48,17.3,42.2
101年 2月,基隆市,42.3,    ...,24.4,2.3,0.48,13.1,44.2
101年 2月,澎湖縣,67.1,    ...,39.5,1.6,0.33,5.2,47.6
101年 2月,花蓮縣,24,    ...,22.5,1.9,0.48,11.9,39.5
101年 2月,臺東縣,    ...,    ...,21.1,1.6,0.41,6.9,41.3
101年 2月,屏東縣,102.2,    ...,60,2.63,0.44,11.77,56.83
101年 2月,嘉義縣,111.6,    ...,65.4,2.5,0.41,12.7,45.55
101年 2月,雲林縣,89.6,    ...,63.7,2.9,0.46,16.65,44.85
101年 2月,南投縣,75.7,    ...,58.8,2.5,0.57,20.7,43.65
101年 2月,彰化縣,68.1,    ...,53,3.15,0.45,16.1,40.25
101年 2月,苗栗縣,85.9,    ...,33.4,2.3,0.44,16.6,39.1
101年 2月,新竹縣,41.7,    ...,34.9,2.5,0.4,13.55,43.9
101年 2月,宜蘭縣,47.6,    ...,22.1,1.7,0.42,10.35,39
101年 2月,高雄市,91.1,    ...,83,5.6,0.61,23.99,55.96
101年 2月,臺南市,87.3,    ...,76.2,2.78,0.49,17.98,48.3
101年 2月,臺中市,120.4,    ...,49.2,2.5,0.54,18.32,40.9
101年 2月,桃園市,41.5,    ...,42.8,3.5,0.5,19.15,41
101年 2月,臺北市,65.6,    ...,38,2.78,0.71,26.3,40.42
101年 2月,新北市,27.3,    ...,31.5,2.79,0.54,18.69,45.94
101年 2月,總計,72,    ...,50.9,3.13,0.52,18,45.44
101年 1月,連江縣,    ...,    ...,48.4,3.7,0.38,6.2,43.5
101年 1月,金門縣,    ...,    ...,74.4,5.9,0.59,13.2,39.5
101年 1月,嘉義市,72.2,    ...,77.6,4.3,0.6,20.8,44.7
101年 1月,新竹市,51.7,    ...,38.6,3.2,0.47,15.2,38.9
101年 1月,基隆市,39.6,    ...,28.5,2,0.45,11.5,42.6
101年 1月,澎湖縣,65.1,    ...,44.7,1.9,0.33,4.2,45.6
101年 1月,花蓮縣,    ...,    ...,31.4,2.5,0.57,13.4,37.2
101年 1月,臺東縣,    ...,    ...,27.5,1.8,0.46,7.3,41
101年 1月,屏東縣,61.5,    ...,63.7,2.77,0.47,11.47,57.3
101年 1月,嘉義縣,88.7,    ...,61.1,2.9,0.42,11.8,46.15
101年 1月,雲林縣,74.7,    ...,57.1,2.95,0.47,15.35,45.55
101年 1月,南投縣,40.7,    ...,52.4,2.45,0.58,19.05,45.8
101年 1月,彰化縣,87.2,    ...,48.8,3.2,0.45,14.3,40.4
101年 1月,苗栗縣,74.2,    ...,33.3,2.6,0.45,14.45,37.8
101年 1月,新竹縣,56.9,    ...,33,2.25,0.41,11.45,39.85
101年 1月,宜蘭縣,66.6,    ...,29.8,2.05,0.44,10.4,37.35
101年 1月,高雄市,108.4,    ...,85.7,5.79,0.62,23.64,53.78
101年 1月,臺南市,75.1,    ...,71.1,2.98,0.49,17,49.13
101年 1月,臺中市,105.8,    ...,42.9,2.53,0.5,15.82,40.54
101年 1月,桃園市,58.4,    ...,40.3,3.35,0.47,15.68,35.18
101年 1月,臺北市,67.2,    ...,37.4,2.56,0.64,22.84,34.02
101年 1月,新北市,73.7,    ...,33.7,2.66,0.5,15.89,38.43
101年 1月,總計,77.7,    ...,50.5,3.2,0.51,16.27,42.95
101年,連江縣,    ...,    ...,48.6,3.2,0.3,6.1,60.6
101年,金門縣,    ...,    ...,74,6.1,0.43,12.8,53.7
101年,嘉義市,74.8,    ...,69.8,3.5,0.46,15.2,62.1
101年,新竹市,38.6,    ...,42.4,3.1,0.45,15.9,52.7
101年,基隆市,54.6,    ...,29,2.2,0.38,11.4,50.8
101年,澎湖縣,60.4,    ...,44.2,1.8,0.26,4.2,52.7
101年,花蓮縣,40.7,    ...,28.5,1.5,0.42,10.2,40.1
101年,臺東縣,    ...,    ...,30.8,1.3,0.36,6.5,40.7
101年,屏東縣,72.4,    ...,53.1,2.37,0.35,8.3,61.3
101年,嘉義縣,70.8,    ...,68.3,2.9,0.35,11,59.85
101年,雲林縣,65.9,    ...,60.4,3,0.38,12.75,61.8
101年,南投縣,62.4,    ...,52.5,2.5,0.44,14.9,63.8
101年,彰化縣,60.1,    ...,55.5,3.5,0.38,13.6,56.55
101年,苗栗縣,44.7,    ...,38.9,2.5,0.37,12.5,54.5
101年,新竹縣,57.9,    ...,39.3,2.8,0.35,11.95,56.8
101年,宜蘭縣,45.7,    ...,33.9,1.95,0.34,9.05,43.3
101年,高雄市,78.4,    ...,67.1,5.3,0.46,17.51,63.66
101年,臺南市,79.7,    ...,68.6,3.38,0.4,14.3,62.58
101年,臺中市,88.9,    ...,51.3,2.9,0.47,16.74,59.72
101年,桃園市,50.7,    ...,46.4,4.43,0.43,16.83,51.55
101年,臺北市,55.1,    ...,42.3,2.66,0.59,21.58,49.62
101年,新北市,53.1,    ...,38,3.12,0.45,15.97,53.19
101年,總計,63.2,    ...,50.5,3.29,0.43,14.64,56.36
100年 12月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 12月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 12月,嘉義市,97.1,    ...,71.8,4.5,0.51,21.2,45
100年 12月,新竹市,35.2,    ...,38.3,3,0.38,14.2,36.3
100年 12月,基隆市,36.5,    ...,26.8,1.6,0.34,9.1,41
100年 12月,澎湖縣,48.9,    ...,    ...,    ...,    ...,    ...,    ...
100年 12月,花蓮縣,40.9,    ...,26.3,2,0.47,12.9,35.5
100年 12月,臺東縣,    ...,    ...,26.6,1.8,0.37,7.3,36.5
100年 12月,屏東縣,63.4,    ...,64.2,2.97,0.45,12.73,54.4
100年 12月,嘉義縣,83.2,    ...,61.9,3.15,0.36,12.5,45.65
100年 12月,雲林縣,65.5,    ...,58.6,3.2,0.39,15.6,43.85
100年 12月,南投縣,54.4,    ...,53.5,2.8,0.52,19.6,48.5
100年 12月,彰化縣,69.7,    ...,48.3,3.2,0.39,14.65,38.9
100年 12月,苗栗縣,57.5,    ...,33.8,2.7,0.38,12.95,37.4
100年 12月,新竹縣,54.1,    ...,30.2,2.25,0.34,11.4,37.55
100年 12月,宜蘭縣,40,    ...,25.3,1.85,0.36,11.2,34.55
100年 12月,高雄市,93.3,    ...,86.6,6.39,0.58,25.43,52.01
100年 12月,臺南市,81.3,    ...,70.3,3.53,0.42,17.55,47.93
100年 12月,臺中市,60.8,    ...,41.7,2.56,0.44,16.08,37.84
100年 12月,桃園市,45.4,    ...,40.8,3.33,0.39,15.15,33.9
100年 12月,臺北市,47.6,    ...,34.5,2.48,0.53,22.02,33.18
100年 12月,新北市,36,    ...,32.2,2.58,0.43,15.83,36.9
100年 12月,總計,61.3,    ...,49.4,3.28,0.45,16.95,41.42
100年 11月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 11月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 11月,嘉義市,127.2,    ...,84.9,4.5,0.56,20.2,62
100年 11月,新竹市,22.7,    ...,41.7,3.3,0.46,17.5,44.9
100年 11月,基隆市,50.5,    ...,24.1,1.5,0.31,9,43.4
100年 11月,澎湖縣,64.2,    ...,    ...,    ...,    ...,    ...,    ...
100年 11月,花蓮縣,56,    ...,24,2,0.44,11.8,33.7
100年 11月,臺東縣,71.6,    ...,23.7,1.3,0.35,6.3,35.4
100年 11月,屏東縣,92.2,    ...,54.7,3.03,0.38,9.4,60.27
100年 11月,嘉義縣,110.4,    ...,71.2,3.2,0.4,14,59.3
100年 11月,雲林縣,61.6,    ...,72.7,3.2,0.42,16.45,61.1
100年 11月,南投縣,90.4,    ...,66.5,2.8,0.51,17.95,66.45
100年 11月,彰化縣,80.2,    ...,67.6,4.05,0.47,17.6,54.95
100年 11月,苗栗縣,47.8,    ...,45.3,2.75,0.42,14.8,51.85
100年 11月,新竹縣,40.2,    ...,36.2,2.65,0.36,12.75,47.4
100年 11月,宜蘭縣,53.1,    ...,28.2,2.1,0.37,11.15,35.95
100年 11月,高雄市,106.5,    ...,79.9,6.3,0.56,21.55,66.95
100年 11月,臺南市,128,    ...,72.5,3.6,0.48,17.18,61.25
100年 11月,臺中市,120.1,    ...,63.5,3.46,0.58,21.3,58.06
100年 11月,桃園市,40.1,    ...,42.3,4.2,0.44,17,39.28
100年 11月,臺北市,51.9,    ...,35.5,2.68,0.55,21.28,35.82
100年 11月,新北市,38.4,    ...,30,2.68,0.43,15.09,40.28
100年 11月,總計,76,    ...,52.6,3.5,0.47,16.85,51.29
100年 10月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 10月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 10月,嘉義市,76.3,    ...,78.7,5.3,0.5,19.6,81.3
100年 10月,新竹市,46.7,    ...,45.6,3.6,0.34,14.4,54.4
100年 10月,基隆市,79.6,    ...,32.8,1.6,0.31,8.4,49.2
100年 10月,澎湖縣,54,    ...,    ...,    ...,    ...,    ...,    ...
100年 10月,花蓮縣,44.7,    ...,30.4,1.6,0.37,9.7,40.6
100年 10月,臺東縣,67.5,    ...,30.7,1.4,0.3,5.5,40.5
100年 10月,屏東縣,91.2,    ...,57.1,3.4,0.36,7.97,75.47
100年 10月,嘉義縣,97.5,    ...,68.7,3.55,0.31,11.9,80.2
100年 10月,雲林縣,88.3,    ...,70.5,3.5,0.36,15.55,76.6
100年 10月,南投縣,69.6,    ...,60,3,0.44,18.15,84.2
100年 10月,彰化縣,72.7,    ...,57.9,3.95,0.37,15,64.4
100年 10月,苗栗縣,61.9,    ...,43.8,2.6,0.3,11.15,59.2
100年 10月,新竹縣,67.5,    ...,39.7,2.55,0.28,9.9,54
100年 10月,宜蘭縣,50,    ...,37.9,2,0.31,9,42.75
100年 10月,高雄市,106.3,    ...,81.2,6.36,0.49,18.11,89.61
100年 10月,臺南市,108.9,    ...,73.1,4.13,0.41,15,86.4
100年 10月,臺中市,68.8,    ...,50.9,2.75,0.39,15.35,68.25
100年 10月,桃園市,70.8,    ...,43.9,4.08,0.38,15.43,48.68
100年 10月,臺北市,49.9,    ...,42.9,2.56,0.51,20.5,44.98
100年 10月,新北市,54.7,    ...,40,2.7,0.39,14.03,47.08
100年 10月,總計,75.3,    ...,54.3,3.53,0.4,14.64,64.18
100年 9月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 9月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 9月,嘉義市,82.4,    ...,70.3,3.8,0.41,13.4,83.3
100年 9月,新竹市,30.4,    ...,53.6,3.9,0.38,15.3,68.3
100年 9月,基隆市,68.7,    ...,34.6,2.4,0.31,9.8,51.8
100年 9月,澎湖縣,43.1,    ...,    ...,    ...,    ...,    ...,    ...
100年 9月,花蓮縣,80.5,    ...,37.6,1.7,0.37,8.3,44.9
100年 9月,臺東縣,59.9,    ...,43.3,1.6,0.32,5.7,42.4
100年 9月,屏東縣,61.3,    ...,54.1,2.7,0.32,6.33,71.77
100年 9月,嘉義縣,97.1,    ...,70.9,4,0.32,10.65,83.35
100年 9月,雲林縣,101.1,    ...,68.3,3.6,0.35,12.2,84.75
100年 9月,南投縣,81.6,    ...,67.9,3.25,0.42,13.6,92.75
100年 9月,彰化縣,99.1,    ...,68.5,4.85,0.39,13.35,83.9
100年 9月,苗栗縣,65.9,    ...,57.2,3.25,0.36,13,77.25
100年 9月,新竹縣,75.9,    ...,51.3,3.1,0.3,13.05,69.5
100年 9月,宜蘭縣,66.9,    ...,45.5,2.25,0.29,8,51.45
100年 9月,高雄市,78.5,    ...,68.7,5.4,0.4,13.2,82.06
100年 9月,臺南市,88.2,    ...,68,4.78,0.36,11.25,80.8
100年 9月,臺中市,96.8,    ...,66.5,3.48,0.47,16.75,85
100年 9月,桃園市,78.5,    ...,47.7,4.93,0.39,16.05,61.48
100年 9月,臺北市,76.8,    ...,48.3,3.3,0.48,18.9,52.76
100年 9月,新北市,67.9,    ...,44.4,3.46,0.39,13.87,57.36
100年 9月,總計,77.9,    ...,56.8,3.81,0.38,13.22,70.31
100年 8月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 8月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 8月,嘉義市,48.9,    ...,39,3.1,0.25,9.1,61.5
100年 8月,新竹市,40.3,    ...,30.8,3.2,0.33,12.6,53.5
100年 8月,基隆市,68.1,    ...,21.7,3.2,0.28,10.5,50.6
100年 8月,澎湖縣,43.3,    ...,    ...,    ...,    ...,    ...,    ...
100年 8月,花蓮縣,44.3,    ...,23.5,1.9,0.26,5.9,27.2
100年 8月,臺東縣,57.1,    ...,24.1,1.8,0.26,5,25.7
100年 8月,屏東縣,62.7,    ...,31.7,2.2,0.19,5.13,45.5
100年 8月,嘉義縣,66.8,    ...,40.6,3.15,0.18,7.6,51
100年 8月,雲林縣,73.6,    ...,39,2.7,0.2,8.35,59.75
100年 8月,南投縣,59.7,    ...,36,2.65,0.25,8.6,65.85
100年 8月,彰化縣,59.3,    ...,40.5,3.8,0.21,8.2,56.95
100年 8月,苗栗縣,32.5,    ...,34.9,2.7,0.24,9.6,62.35
100年 8月,新竹縣,51.8,    ...,33.2,2.75,0.19,10.15,60.75
100年 8月,宜蘭縣,42.5,    ...,29.3,2.1,0.23,6.95,41.65
100年 8月,高雄市,51.1,    ...,40.8,5.9,0.26,10.2,51.21
100年 8月,臺南市,63.5,    ...,39.3,3.9,0.23,8.35,53.48
100年 8月,臺中市,72.4,    ...,38.2,3.38,0.33,12.4,64
100年 8月,桃園市,70.6,    ...,39.1,4.63,0.31,15.43,53.78
100年 8月,臺北市,57.1,    ...,38.6,3.08,0.5,19.06,59.02
100年 8月,新北市,40.1,    ...,32.6,4.09,0.36,15.08,60.14
100年 8月,總計,54.5,    ...,36.1,3.68,0.29,11.35,55.21
100年 7月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 7月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 7月,嘉義市,32.1,    ...,31.8,2.5,0.24,7.8,50.1
100年 7月,新竹市,40.3,    ...,31.1,3.2,0.36,12.7,48.6
100年 7月,基隆市,49.4,    ...,25.2,3.2,0.33,12.3,57.8
100年 7月,澎湖縣,43.3,    ...,    ...,    ...,    ...,    ...,    ...
100年 7月,花蓮縣,33,    ...,25.7,1.5,0.26,5.9,30.4
100年 7月,臺東縣,62.7,    ...,22.6,1.5,0.29,5.5,27
100年 7月,屏東縣,40.9,    ...,31.2,2.27,0.22,5.4,48.5
100年 7月,嘉義縣,37.2,    ...,37.6,2.4,0.18,6.9,43.25
100年 7月,雲林縣,68.6,    ...,36.2,2.25,0.2,7.4,51.4
100年 7月,南投縣,56.7,    ...,35.3,2.1,0.24,7.2,59.65
100年 7月,彰化縣,54,    ...,41.9,3.15,0.21,7.3,44.75
100年 7月,苗栗縣,45.2,    ...,32,2.7,0.24,8.7,53.7
100年 7月,新竹縣,58.4,    ...,33.4,2.55,0.2,9.4,58.9
100年 7月,宜蘭縣,46.6,    ...,34.1,2.35,0.26,7.85,46.05
100年 7月,高雄市,60,    ...,37.3,5.14,0.28,10.39,47.03
100年 7月,臺南市,59,    ...,35.6,3.25,0.24,7.85,43.95
100年 7月,臺中市,52.5,    ...,36.8,3.04,0.33,11.62,55.48
100年 7月,桃園市,59.8,    ...,40.4,4.78,0.35,15.48,56.03
100年 7月,臺北市,57.9,    ...,40.5,3.44,0.56,20.68,56.54
100年 7月,新北市,52.1,    ...,34.1,4.46,0.39,16.23,61.02
100年 7月,總計,53.2,    ...,35.6,3.5,0.31,11.47,51.93
100年 6月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 6月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 6月,嘉義市,48.5,    ...,38.7,2.8,0.27,10.2,56.6
100年 6月,新竹市,26.1,    ...,30.8,3.4,0.36,13.6,45.9
100年 6月,基隆市,67.9,    ...,25.1,3.9,0.34,14.1,53.7
100年 6月,澎湖縣,43.8,    ...,    ...,    ...,    ...,    ...,    ...
100年 6月,花蓮縣,45.4,    ...,29.6,1.9,0.29,6.1,30.3
100年 6月,臺東縣,58.2,    ...,22.3,1.5,0.3,5.2,28.9
100年 6月,屏東縣,36.9,    ...,31.5,2.53,0.2,5.53,46.27
100年 6月,嘉義縣,52.4,    ...,41.1,2.75,0.21,8.1,49.2
100年 6月,雲林縣,60.1,    ...,37,2.5,0.22,8.5,53.7
100年 6月,南投縣,53.4,    ...,36.6,2.15,0.25,8.9,60.6
100年 6月,彰化縣,48.8,    ...,43.9,3,0.22,9.45,49.25
100年 6月,苗栗縣,38.9,    ...,32.5,3.15,0.24,9.7,54.55
100年 6月,新竹縣,52.7,    ...,33.4,2.9,0.22,10.9,54.6
100年 6月,宜蘭縣,55.5,    ...,30.1,2.2,0.28,7.85,38.95
100年 6月,高雄市,71.2,    ...,40.6,5.95,0.27,10.31,42.38
100年 6月,臺南市,48.8,    ...,43.1,3.65,0.26,9.05,49.7
100年 6月,臺中市,71.8,    ...,38.4,3.3,0.33,13.12,57.2
100年 6月,桃園市,35,    ...,40.8,5.15,0.36,17.05,51.95
100年 6月,臺北市,50.4,    ...,39.3,3.36,0.6,22.5,54.52
100年 6月,新北市,58.6,    ...,34.8,4.16,0.43,17.32,59.31
100年 6月,總計,56,    ...,36.9,3.73,0.33,12.52,51.12
100年 5月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 5月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 5月,嘉義市,75.8,    ...,70.4,3.9,0.43,14.4,64.8
100年 5月,新竹市,50.6,    ...,43.4,3.3,0.44,17.3,61
100年 5月,基隆市,68.7,    ...,29.1,2.9,0.41,15.2,61.6
100年 5月,澎湖縣,43.9,    ...,    ...,    ...,    ...,    ...,    ...
100年 5月,花蓮縣,31.5,    ...,29.4,1.6,0.41,10.2,47.1
100年 5月,臺東縣,71.8,    ...,22.8,1.7,0.36,6.2,44.1
100年 5月,屏東縣,62.3,    ...,43.3,3,0.3,7.7,63.8
100年 5月,嘉義縣,70,    ...,58.4,3.05,0.31,10.3,64.3
100年 5月,雲林縣,86.8,    ...,55.3,3.05,0.34,13,68.85
100年 5月,南投縣,78.7,    ...,60.4,2.9,0.42,15.4,72.55
100年 5月,彰化縣,67,    ...,58.5,4.1,0.35,15.35,62.45
100年 5月,苗栗縣,65,    ...,44,2.9,0.36,14.35,63.8
100年 5月,新竹縣,68.5,    ...,46.4,2.5,0.33,14.2,63.55
100年 5月,宜蘭縣,46.2,    ...,32.5,2.2,0.37,9.85,53.45
100年 5月,高雄市,89.4,    ...,56.2,5.86,0.39,15.8,65.61
100年 5月,臺南市,62.5,    ...,59.3,3.6,0.37,12.4,67.4
100年 5月,臺中市,90.1,    ...,54.9,3.42,0.49,18.82,69.26
100年 5月,桃園市,63.3,    ...,47.6,4.68,0.45,21.15,61.4
100年 5月,臺北市,63.3,    ...,42.7,3.12,0.62,26.12,60.54
100年 5月,新北市,95.7,    ...,41.6,3.64,0.5,19.29,65.78
100年 5月,總計,74,    ...,48.7,3.67,0.43,16.32,64.02
100年 4月,連江縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 4月,金門縣,    ...,    ...,    ...,    ...,    ...,    ...,    ...
100年 4月,嘉義市,160.6,    ...,105,4.3,0.49,15.3,76.3
100年 4月,新竹市,79,    ...,86.1,4,0.56,21.9,74.8
100年 4月,基隆市,106.1,    ...,49.5,3.5,0.48,17.6,69.8
100年 4月,澎湖縣,44,    ...,    ...,    ...,    ...,    ...,    ...
100年 4月,花蓮縣,84.3,    ...,47.3,1.8,0.44,11,58.1
100年 4月,臺東縣,72,    ...,43,2,0.38,7.2,57.5
100年 4月,屏東縣,150.9,    ...,70.5,3.53,0.38,9.6,74.53
100年 4月,嘉義縣,90.7,    ...,101.3,3.9,0.4,12.15,76.85
100年 4月,雲林縣,136.2,    ...,97.2,3.65,0.42,14.65,81.35
100年 4月,南投縣,96.1,    ...,100.2,3.5,0.52,18.95,84.6
